length	gc
ENSG00000220842	NA	NA
ENSG00000220848	NA	NA
ENSG00000221625	NA	NA
ENSG00000221817	NA	NA
ENSG00000221818	203395	0.42
ENSG00000221821	552	0.596
ENSG00000221823	73663	0.371
ENSG00000221826	214433	0.436
ENSG00000221829	6179	0.532
ENSG00000221838	8813	0.562
ENSG00000221843	6201	0.467
ENSG00000221866	525357	0.469
ENSG00000221869	1251	0.659
ENSG00000221878	13047	0.453
ENSG00000221883	1598	0.615
ENSG00000221886	6906	0.398
ENSG00000221890	25562	0.554
ENSG00000221909	12193	0.439
ENSG00000221914	1000121	0.414
ENSG00000221923	20428	0.426
ENSG00000221926	112809	0.448
ENSG00000221930	NA	NA
ENSG00000221944	2505	0.441
ENSG00000221955	196612	0.427
ENSG00000221963	20033	0.416
ENSG00000221968	18009	0.569
ENSG00000221978	13628	0.514
ENSG00000221983	5657	0.53
ENSG00000221988	NA	NA
ENSG00000221990	1616	0.563
ENSG00000221994	88341	0.436
ENSG00000221995	2089	0.543
ENSG00000222009	5648	0.581
ENSG00000222011	60274	0.377
ENSG00000222014	3077	0.432
ENSG00000222018	NA	NA
ENSG00000222041	66057	0.452
ENSG00000222112	NA	NA
ENSG00000223345	8809	0.413
ENSG00000223361	954	0.518
ENSG00000223380	NA	NA
ENSG00000223401	NA	NA
ENSG00000223403	3026	0.557
ENSG00000223416	NA	NA
ENSG00000223459	NA	NA
ENSG00000223473	NA	NA
ENSG00000223477	54947	0.435
ENSG00000223478	8782	0.538
ENSG00000223482	136771	0.409
ENSG00000223485	NA	NA
ENSG00000223496	1700	0.638
ENSG00000223501	NA	NA
ENSG00000223508	NA	NA
ENSG00000223509	NA	NA
ENSG00000223519	NA	NA
ENSG00000223529	NA	NA
ENSG00000223546	116244	0.391
ENSG00000223547	13081	0.443
ENSG00000223551	NA	NA
ENSG00000223559	NA	NA
ENSG00000223566	NA	NA
ENSG00000223612	NA	NA
ENSG00000223652	NA	NA
ENSG00000223705	1196	0.595
ENSG00000223722	NA	NA
ENSG00000223745	35703	0.39
ENSG00000223749	3254	0.533
ENSG00000223756	28188	0.487
ENSG00000223759	NA	NA
ENSG00000223764	NA	NA
ENSG00000223768	NA	NA
ENSG00000223773	NA	NA
ENSG00000223797	62358	0.416
ENSG00000223803	NA	NA
ENSG00000223804	NA	NA
ENSG00000223820	27300	0.385
ENSG00000223825	NA	NA
ENSG00000223865	NA	NA
ENSG00000223875	NA	NA
ENSG00000223891	15068	0.459
ENSG00000223930	NA	NA
ENSG00000223949	NA	NA
ENSG00000223959	28208	0.506
ENSG00000223960	NA	NA
ENSG00000223972	2536	0.576
ENSG00000224032	1976	0.466
ENSG00000224040	NA	NA
ENSG00000224051	4134	0.652
ENSG00000224078	98	0.449
ENSG00000224081	NA	NA
ENSG00000224086	NA	NA
ENSG00000224094	NA	NA
ENSG00000224113	NA	NA
ENSG00000224114	NA	NA
ENSG00000224124	2167	0.61
ENSG00000224126	NA	NA
ENSG00000224138	NA	NA
ENSG00000224152	NA	NA
ENSG00000224155	NA	NA
ENSG00000224163	NA	NA
ENSG00000224165	67583	0.449
ENSG00000224183	NA	NA
ENSG00000224186	311401	0.476
ENSG00000224201	NA	NA
ENSG00000224216	NA	NA
ENSG00000224226	10928	0.599
ENSG00000224239	NA	NA
ENSG00000224251	NA	NA
ENSG00000224259	17863	0.452
ENSG00000224261	NA	NA
ENSG00000224281	3088	0.496
ENSG00000224287	2966	0.472
ENSG00000224334	NA	NA
ENSG00000224376	NA	NA
ENSG00000224389	20625	0.523
ENSG00000224397	NA	NA
ENSG00000224411	NA	NA
ENSG00000224415	1134	0.485
ENSG00000224424	NA	NA
ENSG00000224431	NA	NA
ENSG00000224468	NA	NA
ENSG00000224470	11343	0.494
ENSG00000224531	44704	0.422
ENSG00000224533	NA	NA
ENSG00000224543	NA	NA
ENSG00000224546	NA	NA
ENSG00000224578	NA	NA
ENSG00000224594	NA	NA
ENSG00000224596	125454	0.517
ENSG00000224597	78303	0.429
ENSG00000224599	NA	NA
ENSG00000224616	NA	NA
ENSG00000224631	NA	NA
ENSG00000224660	10315	0.456
ENSG00000224668	NA	NA
ENSG00000224677	NA	NA
ENSG00000224680	NA	NA
ENSG00000224688	NA	NA
ENSG00000224712	53770	0.474
ENSG00000224713	NA	NA
ENSG00000224722	NA	NA
ENSG00000224738	NA	NA
ENSG00000224743	49774	0.435
ENSG00000224769	NA	NA
ENSG00000224818	NA	NA
ENSG00000224831	NA	NA
ENSG00000224837	NA	NA
ENSG00000224839	NA	NA
ENSG00000224858	NA	NA
ENSG00000224861	NA	NA
ENSG00000224870	2517	0.593
ENSG00000224877	1994	0.589
ENSG00000224882	NA	NA
ENSG00000224886	NA	NA
ENSG00000224892	NA	NA
ENSG00000224897	NA	NA
ENSG00000224914	NA	NA
ENSG00000224934	NA	NA
ENSG00000224945	NA	NA
ENSG00000224956	NA	NA
ENSG00000224957	NA	NA
ENSG00000224958	2649	0.551
ENSG00000224971	NA	NA
ENSG00000224975	1008	0.511
ENSG00000224976	NA	NA
ENSG00000224993	NA	NA
ENSG00000225022	NA	NA
ENSG00000225031	NA	NA
ENSG00000225032	NA	NA
ENSG00000225071	NA	NA
ENSG00000225080	NA	NA
ENSG00000225093	NA	NA
ENSG00000225119	NA	NA
ENSG00000225131	NA	NA
ENSG00000225135	NA	NA
ENSG00000225137	NA	NA
ENSG00000225138	NA	NA
ENSG00000225151	31321	0.458
ENSG00000225159	NA	NA
ENSG00000225170	NA	NA
ENSG00000225177	5621	0.541
ENSG00000225190	NA	NA
ENSG00000225200	NA	NA
ENSG00000225206	61694	0.343
ENSG00000225210	NA	NA
ENSG00000225234	NA	NA
ENSG00000225241	NA	NA
ENSG00000225259	NA	NA
ENSG00000225265	NA	NA
ENSG00000225273	437056	0.407
ENSG00000225313	NA	NA
ENSG00000225338	NA	NA
ENSG00000225361	9531	0.507
ENSG00000225373	10016	0.512
ENSG00000225377	NA	NA
ENSG00000225393	NA	NA
ENSG00000225398	NA	NA
ENSG00000225415	NA	NA
ENSG00000225419	NA	NA
ENSG00000225422	NA	NA
ENSG00000225439	4409	0.458
ENSG00000225470	126059	0.389
ENSG00000225471	NA	NA
ENSG00000225484	NA	NA
ENSG00000225485	83909	0.553
ENSG00000225492	17256	0.389
ENSG00000225507	NA	NA
ENSG00000225511	18142	0.477
ENSG00000225544	NA	NA
ENSG00000225554	NA	NA
ENSG00000225573	NA	NA
ENSG00000225580	NA	NA
ENSG00000225614	13287	0.662
ENSG00000225630	NA	NA
ENSG00000225648	8027	0.43
ENSG00000225655	NA	NA
ENSG00000225663	10875	0.597
ENSG00000225674	NA	NA
ENSG00000225684	6955	0.547
ENSG00000225695	NA	NA
ENSG00000225697	9771	0.594
ENSG00000225706	NA	NA
ENSG00000225725	53743	0.419
ENSG00000225733	28092	0.454
ENSG00000225746	NA	NA
ENSG00000225760	NA	NA
ENSG00000225766	81504	0.437
ENSG00000225774	NA	NA
ENSG00000225783	18995	0.499
ENSG00000225784	NA	NA
ENSG00000225790	NA	NA
ENSG00000225791	6792	0.451
ENSG00000225828	974	0.719
ENSG00000225830	84644	0.403
ENSG00000225855	NA	NA
ENSG00000225871	NA	NA
ENSG00000225880	1317	0.527
ENSG00000225883	NA	NA
ENSG00000225892	NA	NA
ENSG00000225912	NA	NA
ENSG00000225920	NA	NA
ENSG00000225921	5569	0.425
ENSG00000225963	NA	NA
ENSG00000225968	38793	0.574
ENSG00000225972	NA	NA
ENSG00000225973	NA	NA
ENSG00000225975	NA	NA
ENSG00000225976	NA	NA
ENSG00000226015	NA	NA
ENSG00000226029	NA	NA
ENSG00000226049	NA	NA
ENSG00000226054	NA	NA
ENSG00000226065	NA	NA
ENSG00000226067	NA	NA
ENSG00000226084	NA	NA
ENSG00000226085	NA	NA
ENSG00000226102	NA	NA
ENSG00000226121	8836	0.395
ENSG00000226124	90638	0.401
ENSG00000226137	5587	0.585
ENSG00000226174	15277	0.519
ENSG00000226179	NA	NA
ENSG00000226200	NA	NA
ENSG00000226210	NA	NA
ENSG00000226221	NA	NA
ENSG00000226237	53336	0.394
ENSG00000226243	NA	NA
ENSG00000226259	34993	0.385
ENSG00000226268	NA	NA
ENSG00000226278	NA	NA
ENSG00000226287	3490	0.619
ENSG00000226314	7835	0.423
ENSG00000226318	NA	NA
ENSG00000226328	30024	0.413
ENSG00000226329	NA	NA
ENSG00000226335	NA	NA
ENSG00000226360	NA	NA
ENSG00000226361	NA	NA
ENSG00000226380	64	0.328
ENSG00000226381	NA	NA
ENSG00000226396	838	0.461
ENSG00000226415	NA	NA
ENSG00000226419	NA	NA
ENSG00000226432	NA	NA
ENSG00000226445	NA	NA
ENSG00000226478	NA	NA
ENSG00000226479	5938	0.503
ENSG00000226516	1471	0.505
ENSG00000226524	NA	NA
ENSG00000226525	NA	NA
ENSG00000226544	NA	NA
ENSG00000226564	NA	NA
ENSG00000226608	NA	NA
ENSG00000226622	NA	NA
ENSG00000226686	NA	NA
ENSG00000226688	337030	0.395
ENSG00000226696	NA	NA
ENSG00000226711	35943	0.422
ENSG00000226723	NA	NA
ENSG00000226742	6241	0.505
ENSG00000226752	11332	0.445
ENSG00000226757	2224	0.544
ENSG00000226781	NA	NA
ENSG00000226784	1678	0.506
ENSG00000226803	NA	NA
ENSG00000226823	NA	NA
ENSG00000226824	NA	NA
ENSG00000226855	NA	NA
ENSG00000226864	NA	NA
ENSG00000226885	NA	NA
ENSG00000226950	1685	0.541
ENSG00000226958	NA	NA
ENSG00000226964	NA	NA
ENSG00000226970	NA	NA
ENSG00000226976	NA	NA
ENSG00000226981	NA	NA
ENSG00000226992	NA	NA
ENSG00000227001	NA	NA
ENSG00000227008	NA	NA
ENSG00000227018	NA	NA
ENSG00000227028	337576	0.388
ENSG00000227036	42432	0.468
ENSG00000227051	54566	0.478
ENSG00000227057	NA	NA
ENSG00000227063	NA	NA
ENSG00000227073	NA	NA
ENSG00000227077	NA	NA
ENSG00000227081	NA	NA
ENSG00000227097	NA	NA
ENSG00000227124	75877	0.415
ENSG00000227159	NA	NA
ENSG00000227199	1888	0.586
ENSG00000227232	15229	0.54
ENSG00000227242	23705	0.405
ENSG00000227252	NA	NA
ENSG00000227268	4277	0.491
ENSG00000227285	NA	NA
ENSG00000227295	NA	NA
ENSG00000227344	NA	NA
ENSG00000227345	NA	NA
ENSG00000227347	NA	NA
ENSG00000227354	18025	0.386
ENSG00000227372	11390	0.545
ENSG00000227376	NA	NA
ENSG00000227398	79747	0.443
ENSG00000227438	NA	NA
ENSG00000227449	59264	0.39
ENSG00000227473	NA	NA
ENSG00000227482	NA	NA
ENSG00000227486	NA	NA
ENSG00000227496	NA	NA
ENSG00000227500	20642	0.601
ENSG00000227518	NA	NA
ENSG00000227525	NA	NA
ENSG00000227533	24310	0.485
ENSG00000227544	NA	NA
ENSG00000227558	67611	0.385
ENSG00000227603	NA	NA
ENSG00000227615	NA	NA
ENSG00000227632	NA	NA
ENSG00000227653	NA	NA
ENSG00000227671	94	0.479
ENSG00000227725	NA	NA
ENSG00000227733	NA	NA
ENSG00000227775	NA	NA
ENSG00000227778	NA	NA
ENSG00000227781	NA	NA
ENSG00000227827	NA	NA
ENSG00000227850	NA	NA
ENSG00000227855	24919	0.36
ENSG00000227879	NA	NA
ENSG00000227888	60443	0.435
ENSG00000227896	NA	NA
ENSG00000227906	195695	0.398
ENSG00000227921	NA	NA
ENSG00000227939	NA	NA
ENSG00000227946	NA	NA
ENSG00000227953	16371	0.523
ENSG00000227954	NA	NA
ENSG00000227992	NA	NA
ENSG00000228007	NA	NA
ENSG00000228035	NA	NA
ENSG00000228049	34982	0.519
ENSG00000228050	NA	NA
ENSG00000228053	NA	NA
ENSG00000228057	NA	NA
ENSG00000228065	NA	NA
ENSG00000228071	NA	NA
ENSG00000228106	NA	NA
ENSG00000228109	1839	0.667
ENSG00000228110	NA	NA
ENSG00000228158	NA	NA
ENSG00000228205	NA	NA
ENSG00000228217	NA	NA
ENSG00000228218	NA	NA
ENSG00000228221	310784	0.404
ENSG00000228223	5679	0.418
ENSG00000228224	703	0.455
ENSG00000228232	NA	NA
ENSG00000228243	NA	NA
ENSG00000228253	NA	NA
ENSG00000228265	NA	NA
ENSG00000228274	NA	NA
ENSG00000228288	968	0.637
ENSG00000228300	3724	0.635
ENSG00000228305	NA	NA
ENSG00000228327	13824	0.469
ENSG00000228343	NA	NA
ENSG00000228393	NA	NA
ENSG00000228395	NA	NA
ENSG00000228409	NA	NA
ENSG00000228434	NA	NA
ENSG00000228436	NA	NA
ENSG00000228439	NA	NA
ENSG00000228451	NA	NA
ENSG00000228452	NA	NA
ENSG00000228463	NA	NA
ENSG00000228474	1226	0.551
ENSG00000228477	NA	NA
ENSG00000228486	33324	0.448
ENSG00000228492	NA	NA
ENSG00000228502	NA	NA
ENSG00000228506	NA	NA
ENSG00000228519	NA	NA
ENSG00000228532	NA	NA
ENSG00000228544	4922	0.647
ENSG00000228561	NA	NA
ENSG00000228570	NA	NA
ENSG00000228589	NA	NA
ENSG00000228594	2089	0.703
ENSG00000228601	NA	NA
ENSG00000228612	NA	NA
ENSG00000228623	NA	NA
ENSG00000228638	NA	NA
ENSG00000228649	NA	NA
ENSG00000228672	3251	0.699
ENSG00000228695	14316	0.496
ENSG00000228696	NA	NA
ENSG00000228709	NA	NA
ENSG00000228716	28756	0.412
ENSG00000228753	NA	NA
ENSG00000228766	NA	NA
ENSG00000228775	33893	0.4
ENSG00000228782	42394	0.431
ENSG00000228794	31856	0.464
ENSG00000228797	NA	NA
ENSG00000228801	NA	NA
ENSG00000228818	NA	NA
ENSG00000228868	NA	NA
ENSG00000228878	NA	NA
ENSG00000228889	4384	0.452
ENSG00000228903	NA	NA
ENSG00000228929	NA	NA
ENSG00000228960	NA	NA
ENSG00000228981	NA	NA
ENSG00000228989	NA	NA
ENSG00000228998	NA	NA
ENSG00000229018	NA	NA
ENSG00000229036	NA	NA
ENSG00000229043	NA	NA
ENSG00000229081	NA	NA
ENSG00000229097	NA	NA
ENSG00000229107	NA	NA
ENSG00000229116	NA	NA
ENSG00000229117	1243	0.463
ENSG00000229119	NA	NA
ENSG00000229124	NA	NA
ENSG00000229132	NA	NA
ENSG00000229152	NA	NA
ENSG00000229180	NA	NA
ENSG00000229183	10286	0.521
ENSG00000229186	NA	NA
ENSG00000229212	NA	NA
ENSG00000229214	10036	0.466
ENSG00000229251	NA	NA
ENSG00000229256	NA	NA
ENSG00000229266	NA	NA
ENSG00000229267	NA	NA
ENSG00000229273	NA	NA
ENSG00000229320	NA	NA
ENSG00000229344	NA	NA
ENSG00000229349	NA	NA
ENSG00000229358	138228	0.39
ENSG00000229376	NA	NA
ENSG00000229413	NA	NA
ENSG00000229419	NA	NA
ENSG00000229431	NA	NA
ENSG00000229474	45585	0.429
ENSG00000229503	NA	NA
ENSG00000229589	3794	0.565
ENSG00000229605	NA	NA
ENSG00000229619	7011	0.42
ENSG00000229631	NA	NA
ENSG00000229638	NA	NA
ENSG00000229644	NA	NA
ENSG00000229645	2824	0.498
ENSG00000229657	NA	NA
ENSG00000229659	NA	NA
ENSG00000229689	NA	NA
ENSG00000229692	NA	NA
ENSG00000229729	NA	NA
ENSG00000229776	NA	NA
ENSG00000229789	NA	NA
ENSG00000229801	NA	NA
ENSG00000229807	32103	0.398
ENSG00000229809	2710	0.582
ENSG00000229816	NA	NA
ENSG00000229828	NA	NA
ENSG00000229833	1840	0.555
ENSG00000229841	NA	NA
ENSG00000229852	NA	NA
ENSG00000229859	NA	NA
ENSG00000229873	4961	0.603
ENSG00000229874	NA	NA
ENSG00000229891	NA	NA
ENSG00000229894	2232	0.452
ENSG00000229897	NA	NA
ENSG00000229927	NA	NA
ENSG00000229931	NA	NA
ENSG00000229932	NA	NA
ENSG00000229939	NA	NA
ENSG00000229944	NA	NA
ENSG00000229951	NA	NA
ENSG00000229994	NA	NA
ENSG00000230018	NA	NA
ENSG00000230055	5349	0.573
ENSG00000230074	NA	NA
ENSG00000230076	NA	NA
ENSG00000230084	NA	NA
ENSG00000230091	32961	0.429
ENSG00000230124	NA	NA
ENSG00000230148	6891	0.497
ENSG00000230154	NA	NA
ENSG00000230163	NA	NA
ENSG00000230183	NA	NA
ENSG00000230189	NA	NA
ENSG00000230195	NA	NA
ENSG00000230199	NA	NA
ENSG00000230202	NA	NA
ENSG00000230204	NA	NA
ENSG00000230207	NA	NA
ENSG00000230210	NA	NA
ENSG00000230216	NA	NA
ENSG00000230266	4986	0.453
ENSG00000230267	NA	NA
ENSG00000230291	NA	NA
ENSG00000230304	NA	NA
ENSG00000230311	NA	NA
ENSG00000230330	NA	NA
ENSG00000230333	NA	NA
ENSG00000230358	NA	NA
ENSG00000230364	NA	NA
ENSG00000230373	12341	0.489
ENSG00000230383	NA	NA
ENSG00000230395	NA	NA
ENSG00000230397	NA	NA
ENSG00000230409	NA	NA
ENSG00000230415	NA	NA
ENSG00000230417	302731	0.471
ENSG00000230438	NA	NA
ENSG00000230454	NA	NA
ENSG00000230455	NA	NA
ENSG00000230487	19553	0.531
ENSG00000230499	NA	NA
ENSG00000230510	120413	0.474
ENSG00000230513	8453	0.5
ENSG00000230551	NA	NA
ENSG00000230555	NA	NA
ENSG00000230562	NA	NA
ENSG00000230563	5939	0.505
ENSG00000230565	2078	0.425
ENSG00000230567	NA	NA
ENSG00000230578	NA	NA
ENSG00000230590	265439	0.4
ENSG00000230592	NA	NA
ENSG00000230606	NA	NA
ENSG00000230626	1726	0.645
ENSG00000230629	NA	NA
ENSG00000230630	7957	0.335
ENSG00000230633	NA	NA
ENSG00000230712	NA	NA
ENSG00000230715	NA	NA
ENSG00000230724	NA	NA
ENSG00000230733	NA	NA
ENSG00000230734	NA	NA
ENSG00000230756	NA	NA
ENSG00000230777	NA	NA
ENSG00000230795	NA	NA
ENSG00000230797	2741	0.46
ENSG00000230812	NA	NA
ENSG00000230844	2986	0.466
ENSG00000230847	NA	NA
ENSG00000230850	NA	NA
ENSG00000230856	NA	NA
ENSG00000230869	NA	NA
ENSG00000230896	NA	NA
ENSG00000230897	NA	NA
ENSG00000230903	NA	NA
ENSG00000230953	NA	NA
ENSG00000230979	NA	NA
ENSG00000230982	NA	NA
ENSG00000230989	5100	0.446
ENSG00000231006	NA	NA
ENSG00000231007	NA	NA
ENSG00000231025	NA	NA
ENSG00000231043	NA	NA
ENSG00000231064	NA	NA
ENSG00000231074	NA	NA
ENSG00000231084	NA	NA
ENSG00000231106	NA	NA
ENSG00000231113	NA	NA
ENSG00000231160	52109	0.432
ENSG00000231167	NA	NA
ENSG00000231187	NA	NA
ENSG00000231205	156694	0.273
ENSG00000231234	NA	NA
ENSG00000231242	NA	NA
ENSG00000231244	NA	NA
ENSG00000231258	NA	NA
ENSG00000231259	45739	0.403
ENSG00000231305	10034	0.49
ENSG00000231312	167439	0.413
ENSG00000231313	NA	NA
ENSG00000231341	NA	NA
ENSG00000231345	NA	NA
ENSG00000231351	NA	NA
ENSG00000231360	NA	NA
ENSG00000231365	NA	NA
ENSG00000231369	NA	NA
ENSG00000231389	NA	NA
ENSG00000231407	NA	NA
ENSG00000231409	NA	NA
ENSG00000231414	NA	NA
ENSG00000231434	NA	NA
ENSG00000231443	NA	NA
ENSG00000231464	NA	NA
ENSG00000231500	NA	NA
ENSG00000231503	NA	NA
ENSG00000231528	6951	0.548
ENSG00000231551	NA	NA
ENSG00000231574	NA	NA
ENSG00000231579	NA	NA
ENSG00000231584	12586	0.492
ENSG00000231607	142990	0.384
ENSG00000231609	4557	0.482
ENSG00000231632	NA	NA
ENSG00000231652	NA	NA
ENSG00000231663	NA	NA
ENSG00000231672	472571	0.423
ENSG00000231686	NA	NA
ENSG00000231701	NA	NA
ENSG00000231711	NA	NA
ENSG00000231721	165735	0.417
ENSG00000231734	NA	NA
ENSG00000231747	NA	NA
ENSG00000231752	52777	0.376
ENSG00000231767	NA	NA
ENSG00000231768	3889	0.459
ENSG00000231770	6565	0.48
ENSG00000231789	NA	NA
ENSG00000231822	NA	NA
ENSG00000231841	NA	NA
ENSG00000231889	118823	0.419
ENSG00000231890	NA	NA
ENSG00000231924	150597	0.435
ENSG00000231925	NA	NA
ENSG00000231943	NA	NA
ENSG00000231952	NA	NA
ENSG00000231989	1991	0.369
ENSG00000231991	1310	0.498
ENSG00000231995	NA	NA
ENSG00000232004	NA	NA
ENSG00000232024	NA	NA
ENSG00000232046	NA	NA
ENSG00000232060	NA	NA
ENSG00000232063	28473	0.449
ENSG00000232098	NA	NA
ENSG00000232111	NA	NA
ENSG00000232112	3852	0.478
ENSG00000232116	NA	NA
ENSG00000232119	17273	0.38
ENSG00000232134	NA	NA
ENSG00000232150	1598	0.444
ENSG00000232160	NA	NA
ENSG00000232187	NA	NA
ENSG00000232224	10796	0.461
ENSG00000232229	11369	0.421
ENSG00000232270	NA	NA
ENSG00000232274	NA	NA
ENSG00000232284	370700	0.403
ENSG00000232300	780	0.613
ENSG00000232320	NA	NA
ENSG00000232341	NA	NA
ENSG00000232346	NA	NA
ENSG00000232368	NA	NA
ENSG00000232372	NA	NA
ENSG00000232385	NA	NA
ENSG00000232388	2131	0.435
ENSG00000232434	2931	0.74
ENSG00000232442	NA	NA
ENSG00000232453	NA	NA
ENSG00000232460	NA	NA
ENSG00000232472	NA	NA
ENSG00000232499	NA	NA
ENSG00000232517	NA	NA
ENSG00000232527	NA	NA
ENSG00000232531	NA	NA
ENSG00000232533	NA	NA
ENSG00000232545	NA	NA
ENSG00000232559	NA	NA
ENSG00000232561	NA	NA
ENSG00000232573	NA	NA
ENSG00000232593	NA	NA
ENSG00000232600	NA	NA
ENSG00000232611	NA	NA
ENSG00000232615	NA	NA
ENSG00000232630	NA	NA
ENSG00000232637	NA	NA
ENSG00000232653	NA	NA
ENSG00000232677	18658	0.457
ENSG00000232699	NA	NA
ENSG00000232702	NA	NA
ENSG00000232706	NA	NA
ENSG00000232725	NA	NA
ENSG00000232742	NA	NA
ENSG00000232775	NA	NA
ENSG00000232801	NA	NA
ENSG00000232807	NA	NA
ENSG00000232815	NA	NA
ENSG00000232852	NA	NA
ENSG00000232855	NA	NA
ENSG00000232859	15070	0.485
ENSG00000232882	NA	NA
ENSG00000232888	NA	NA
ENSG00000232931	NA	NA
ENSG00000232938	13908	0.418
ENSG00000232952	NA	NA
ENSG00000232956	3633	0.491
ENSG00000232973	50747	0.416
ENSG00000232977	17953	0.374
ENSG00000233003	NA	NA
ENSG00000233013	NA	NA
ENSG00000233016	6819	0.589
ENSG00000233024	NA	NA
ENSG00000233045	NA	NA
ENSG00000233057	NA	NA
ENSG00000233058	31140	0.453
ENSG00000233084	NA	NA
ENSG00000233087	NA	NA
ENSG00000233101	15952	0.541
ENSG00000233117	NA	NA
ENSG00000233122	2829	0.409
ENSG00000233137	10506	0.385
ENSG00000233178	NA	NA
ENSG00000233184	NA	NA
ENSG00000233205	NA	NA
ENSG00000233223	NA	NA
ENSG00000233225	NA	NA
ENSG00000233230	NA	NA
ENSG00000233231	NA	NA
ENSG00000233232	NA	NA
ENSG00000233237	6300	0.433
ENSG00000233247	NA	NA
ENSG00000233251	NA	NA
ENSG00000233254	NA	NA
ENSG00000233270	NA	NA
ENSG00000233276	1183	0.622
ENSG00000233280	NA	NA
ENSG00000233297	NA	NA
ENSG00000233320	NA	NA
ENSG00000233325	NA	NA
ENSG00000233327	30659	0.405
ENSG00000233328	NA	NA
ENSG00000233330	NA	NA
ENSG00000233337	NA	NA
ENSG00000233369	NA	NA
ENSG00000233380	NA	NA
ENSG00000233381	NA	NA
ENSG00000233382	8814	0.403
ENSG00000233396	NA	NA
ENSG00000233406	NA	NA
ENSG00000233426	NA	NA
ENSG00000233429	4165	0.531
ENSG00000233452	363226	0.382
ENSG00000233461	NA	NA
ENSG00000233476	NA	NA
ENSG00000233503	NA	NA
ENSG00000233527	NA	NA
ENSG00000233554	NA	NA
ENSG00000233555	NA	NA
ENSG00000233585	NA	NA
ENSG00000233588	NA	NA
ENSG00000233608	75565	0.296
ENSG00000233621	19565	0.468
ENSG00000233622	NA	NA
ENSG00000233627	NA	NA
ENSG00000233630	NA	NA
ENSG00000233631	NA	NA
ENSG00000233653	NA	NA
ENSG00000233673	33218	0.401
ENSG00000233695	NA	NA
ENSG00000233747	NA	NA
ENSG00000233750	19758	0.506
ENSG00000233757	NA	NA
ENSG00000233762	NA	NA
ENSG00000233771	NA	NA
ENSG00000233786	NA	NA
ENSG00000233822	449	0.619
ENSG00000233830	NA	NA
ENSG00000233837	NA	NA
ENSG00000233846	NA	NA
ENSG00000233859	NA	NA
ENSG00000233864	29856	0.393
ENSG00000233868	NA	NA
ENSG00000233870	NA	NA
ENSG00000233895	NA	NA
ENSG00000233901	NA	NA
ENSG00000233913	NA	NA
ENSG00000233927	897	0.583
ENSG00000233937	NA	NA
ENSG00000233954	NA	NA
ENSG00000233961	NA	NA
ENSG00000233966	NA	NA
ENSG00000233991	NA	NA
ENSG00000233994	NA	NA
ENSG00000234004	NA	NA
ENSG00000234009	NA	NA
ENSG00000234028	NA	NA
ENSG00000234042	NA	NA
ENSG00000234072	NA	NA
ENSG00000234106	NA	NA
ENSG00000234127	NA	NA
ENSG00000234130	NA	NA
ENSG00000234145	NA	NA
ENSG00000234160	NA	NA
ENSG00000234171	3365	0.48
ENSG00000234176	NA	NA
ENSG00000234225	NA	NA
ENSG00000234231	NA	NA
ENSG00000234241	NA	NA
ENSG00000234268	NA	NA
ENSG00000234284	10613	0.436
ENSG00000234287	NA	NA
ENSG00000234289	NA	NA
ENSG00000234290	NA	NA
ENSG00000234295	NA	NA
ENSG00000234297	NA	NA
ENSG00000234322	NA	NA
ENSG00000234327	NA	NA
ENSG00000234336	60921	0.41
ENSG00000234338	NA	NA
ENSG00000234354	NA	NA
ENSG00000234362	NA	NA
ENSG00000234367	NA	NA
ENSG00000234380	39047	0.431
ENSG00000234390	2633	0.537
ENSG00000234409	1323	0.684
ENSG00000234419	NA	NA
ENSG00000234420	39320	0.391
ENSG00000234432	NA	NA
ENSG00000234444	36832	0.371
ENSG00000234449	NA	NA
ENSG00000234456	18252	0.384
ENSG00000234459	NA	NA
ENSG00000234465	7163	0.516
ENSG00000234494	NA	NA
ENSG00000234498	660	0.561
ENSG00000234500	NA	NA
ENSG00000234513	NA	NA
ENSG00000234518	NA	NA
ENSG00000234537	NA	NA
ENSG00000234545	29635	0.374
ENSG00000234546	NA	NA
ENSG00000234558	NA	NA
ENSG00000234585	36360	0.407
ENSG00000234589	NA	NA
ENSG00000234608	3134	0.536
ENSG00000234614	NA	NA
ENSG00000234616	12528	0.572
ENSG00000234618	1440	0.453
ENSG00000234643	NA	NA
ENSG00000234648	NA	NA
ENSG00000234664	NA	NA
ENSG00000234684	53393	0.44
ENSG00000234702	NA	NA
ENSG00000234719	NA	NA
ENSG00000234741	4087	0.416
ENSG00000234742	NA	NA
ENSG00000234743	NA	NA
ENSG00000234745	NA	NA
ENSG00000234764	NA	NA
ENSG00000234769	NA	NA
ENSG00000234771	7564	0.55
ENSG00000234779	NA	NA
ENSG00000234782	NA	NA
ENSG00000234797	NA	NA
ENSG00000234801	NA	NA
ENSG00000234810	NA	NA
ENSG00000234814	NA	NA
ENSG00000234825	NA	NA
ENSG00000234840	178014	0.354
ENSG00000234882	NA	NA
ENSG00000234883	13024	0.374
ENSG00000234912	12481	0.489
ENSG00000234964	NA	NA
ENSG00000234972	NA	NA
ENSG00000234975	NA	NA
ENSG00000234978	NA	NA
ENSG00000235001	NA	NA
ENSG00000235033	NA	NA
ENSG00000235036	NA	NA
ENSG00000235043	NA	NA
ENSG00000235065	NA	NA
ENSG00000235082	NA	NA
ENSG00000235084	NA	NA
ENSG00000235092	NA	NA
